home_type,address,city,zip,bedrooms,bathrooms,latitude,longitude,zillow_id,property_size,home_size,last_sold_price,last_sold_date,year_built,home_description,last_sold_year,last_sold_month,date_of_purchase,lot_coverage,tokens,lda_k5_0,lda_k5_1,lda_k5_2,lda_k5_3,lda_k5_4
Single Family Residential,209 Rockridge Rd,San Carlos,94070.0,3.0,3.0,37.493849,-122.26573,15558012,10890.0,2390.0,1825000.0,2014-05-08,1955.0,"Charming ranch style home with mature secret gardens and views of the bay and city lights. 3 Bedrooms and 2 Bathrooms on the main floor. Bonus Room and 1/2 bathroom downstairs. Additional 1/2 bathroom off attached garage. Home has open floor plan and is bright and light. Kitchen has granite counters, abundant cabinets. This home waiting for your personal touch.",2014,5,492,0.219467401286,"[u'charming', u'ranch', u'style', u'mature', u'secret', u'garden', u'view', u'bay', u'light', u'bedroom', u'bathroom', u'main', u'floor', u'bonus', u'room', u'bathroom', u'downstairs', u'additional', u'bathroom', u'attach', u'garage', u'open', u'floor', u'plan', u'bright', u'light', u'kitchen', u'granite', u'counter', u'abundant', u'cabinet', u'wait', u'personal', u'touch']",0.650098323492,0.0102960888494,0.0102407252221,0.134501620548,0.194863241889
Single Family Residential,363 Laurel St,San Carlos,94070.0,3.0,1.0,37.508954,-122.264179,15557120,6969.0,1310.0,1221500.0,2015-09-30,1938.0,"Listed as a 3/1 by county records it is a 2/1.5.  It needs TLC.  Great expansion possibilities.  There is a huge unfinished attic that has a tiny bay view.  Located 2 blocks from San Carlos Avenue, this home provides great access to the train station and 101 as well as shopping and entertainment.  The large lot is spacious and relatively flat and has mature fruit trees.  As-is probate sale.  Overbid Amount is $1,282,772 and court confirmation will be 9/9/11 at 9am at 400 County Center in Redwood City.",2015,9,1002,0.187975319271,"[u'list', u'county', u'record', u'need', u'tlc', u'great', u'expansion', u'possibility', u'huge', u'unfinished', u'attic', u'tiny', u'bay', u'view', u'locate', u'block', u'avenue', u'provide', u'great', u'access', u'train', u'station', u'shop', u'entertainment', u'large', u'lot', u'spacious', u'relatively', u'flat', u'mature', u'fruit', u'tree', u'probate', u'sale', u'overbid', u'court', u'confirmation', u'county', u'center']",0.0,0.97187193774,0.0,0.0,0.0
Single Family Residential,517 Cedar St,San Carlos,94070.0,3.0,1.0,37.504641,-122.265601,15557141,5823.0,1290.0,1525000.0,2015-09-22,1946.0,"Location, location, location! 517 Cedar is walking distance to all of San Carlos' best features: restaurants, shops, parks, train station, community centers. This single level home is bright and cheery with dual pane windows. Gleaming hardwood floors welcome you throughout the main living space and spacious eat-in kitchen. Jetted tub. New paint, garage door, floors in bedrooms, hardwood in kitchen and canned lights. The two outbuildings are perfect for an office, gym, artist studio. Welcome home!",2015,9,994,0.221535291087,"[u'location', u'location', u'location', u'cedar', u'walk', u'distance', u'best', u'feature', u'restaurant', u'shop', u'park', u'train', u'station', u'community', u'center', u'single', u'level', u'bright', u'cheery', u'dual', u'pane', u'window', u'gleam', u'hardwood', u'floor', u'welcome', u'main', u'live', u'space', u'spacious', u'eat', u'kitchen', u'jet', u'tub', u'new', u'paint', u'garage', u'door', u'floor', u'bedroom', u'hardwood', u'kitchen', u'can', u'light', u'outbuilding', u'perfect', u'office', u'gym', u'artist', u'studio', u'welcome']",0.172626772041,0.0,0.206894090827,0.0,0.607247974832
Single Family Residential,1501 San Carlos Ave,San Carlos,94070.0,3.0,2.0,37.504095,-122.263869,15557425,6969.0,1612.0,1900000.0,2014-06-24,1920.0,"Virtual Tour: www.1501SanCarlos.com. ""Rebecca of Sunnybrook Farmhouse"" Downtown San Carlos! Original Craftsman Main House with Old-Fashioned Enclosed Porch just like Great-Grandma's (3 BD/2 BA, @1440 sf) + 2-Car Garage + Legal Studio Cottage (1 BD/Living Room, 1 BA, Kitchen, @172 sf) + Large Sideyard, on @7150 sf lot (Sf's Per County). Original Accents such as Dining Room Built-Ins & Clipboard Windows. As-Is Trust Sale. FABULOUS R4 Opportunity! CALL KT. ECKARDT FOR YOUR FABULOUS SALE!",2014,6,539,0.23131008753,"[u' ', u'rebecca', u'sunnybrook', u'farmhouse', u'downtown', u'original', u'craftsman', u'main', u'old', u'fashion', u'enclosed', u'porch', u'like', u'great', u'grandma', u'bedroom', u'bathroom', u'square', u'feet', u'car', u'garage', u'legal', u'studio', u'cottage', u'bedroom', u'live', u'room', u'bathroom', u'kitchen', u'square', u'foot', u'large', u'sideyard', u'square', u'foot', u'lot', u'sf', u'county', u'original', u'accent', u'din', u'room', u'build', u'ins', u'clipboard', u'windows', u'trust', u'sale', u'fabulous', u'opportunity', u'kt', u'eckardt', u'fabulous', u'sale']",0.0,0.976114030672,0.0,0.0,0.0
Single Family Residential,337 Clifton Ave,San Carlos,94070.0,4.0,2.0,37.505548,-122.280066,15556548,7840.0,3063.0,1619000.0,2014-08-19,1988.0,"Over 3000 sqft of Exquisite living at it's finest. This home features rich Hardwood floors, stunning kitchen, stately master suite w/private balcony, Two fireplaces in family & living room, Permitted sunroom with gorgeous views of the canyon, separate breakfast roomm with balcony, separate dining room, beautiful landscaping with built in fireplace, barbeque & Jacuzzi. Ideal for entertainment. This home has it all and is a definite must see!",2014,8,595,0.39068877551,"[u'square', u'foot', u'exquisite', u'live', u'fine', u'feature', u'rich', u'hardwood', u'floor', u'stunning', u'kitchen', u'stately', u'master', u'suite', u'private', u'balcony', u'fireplace', u'family', u'live', u'room', u'permit', u'sunroom', u'gorgeous', u'view', u'canyon', u'separate', u'breakfast', u'roomm', u'balcony', u'separate', u'dining', u'room', u'beautiful', u'landscaping', u'build', u'fireplace', u'barbeque', u'jacuzzi', u'ideal', u'entertainment', u'definite']",0.511866927438,0.19381662131,0.0,0.276680227346,0.0
Single Family Residential,2235 Carmelita Dr,San Carlos,94070.0,4.0,3.5,37.50071,-122.275347,15556198,5500.0,2390.0,2272000.0,2014-04-22,1941.0,"Stunning Show Place on San Carlos' most sought after Street! From picture perfect front entrance, thru home to enchanting garden, all w/a timeless ease and fluidity...this Home is Irresistible! Every amenity perfectly chosen by the meticulous owners of this 4BR/3.5BA/FR 2 story traditional. Gorgeous remodel w/gleaming hdwd floors, slab granite custom moldings, sisal ""Architectural"" carpet.",2014,4,476,0.434545454545,"[u'stunning', u'place', u'sought', u'street', u'picture', u'perfect', u'entrance', u'enchanting', u'garden', u'wa', u'timeless', u'ease', u'fluidity', u'irresistible', u'amenity', u'perfectly', u'choose', u'meticulous', u'owner', u'bedroom', u'bathroom', u'family', u'room', u'story', u'traditional', u'gorgeous', u'remodel', u'gleam', u'hardwood', u'floor', u'slab', u'granite', u'custom', u'molding', u'sisal', u'architectural', u'carpet']",0.30657309268,0.0,0.0,0.668851423154,0.0
Single Family Residential,2321 Eaton Ave,San Carlos,94070.0,2.0,1.5,37.484319,-122.255528,15560838,6000.0,1320.0,1200000.0,2014-04-07,1948.0,"Tranquil beautiful one level rancher surrounded by natural creek side setting, charming and cheerful home with lush courtyard entry to spacious living room and dining room with wood burning fireplace, large window and sliding door open to large deck for entertaining/relaxation. Hardwood floors, dual pane windows, recessed lighting, central air conditioning, updated eat-in kitchen and bathroom, master bedroom with mirror closet, detached 2 car garage.",2014,4,461,0.22,"[u'tranquil', u'beautiful', u'level', u'rancher', u'surround', u'natural', u'creek', u'set', u'charming', u'cheerful', u'lush', u'courtyard', u'entry', u'spacious', u'living', u'room', u'dining', u'room', u'wood', u'burn', u'fireplace', u'large', u'window', u'slide', u'door', u'open', u'large', u'deck', u'entertain', u'relaxation', u'hardwood', u'floor', u'dual', u'pane', u'window', u'recess', u'light', u'central', u'air', u'conditioning', u'update', u'eat', u'kitchen', u'bathroom', u'master', u'bedroom', u'mirror', u'closet', u'detach', u'car', u'garage']",0.0,0.0,0.592867639583,0.386106448416,0.0
Single Family Residential,4 Camborne Ave,San Carlos,94070.0,4.0,2.5,37.501701,-122.284271,15554678,9347.0,2315.0,1750000.0,2015-03-24,1963.0,"""Designed for Living"" Distinctive features abound in this warm & inviting yet comfortable home. Formal entry, open plan Living Room w/ cherry wood HW floors, slate gas fireplace & hearth. Formal Dining Room w/ a wall of new windows that view the hills & lush landscaped garden. Updated cherry wood Kitchen cabinets, stainless appliances, & granite counters. Master Suite w/ views of the Belmont Hills & newly remodeled Master Bath. Flourishing greenery, drought resistant plants, large lawn & 2 decks",2015,3,812,0.123836525088,"[u'design', u'live', u'distinctive', u'feature', u'abound', u'warm', u'invite', u'comfortable', u'formal', u'entry', u'open', u'plan', u'live', u'room', u'cherry', u'wood', u'hardwood', u'floor', u'slate', u'ga', u'fireplace', u'hearth', u'formal', u'dining', u'room', u'wall', u'new', u'window', u'view', u'lush', u'landscaped', u'garden', u'update', u'cherry', u'wood', u'kitchen', u'cabinet', u'stainless', u'appliance', u'granite', u'counter', u'master', u'suite', u'view', u'newly', u'remodel', u'master', u'bathroom', u'flourish', u'greenery', u'drought', u'resistant', u'plant', u'large', u'lawn', u'deck']",0.0,0.0,0.830880174849,0.148135160352,0.0
Single Family Residential,731 Knoll Dr,San Carlos,94070.0,5.0,3.0,37.500172,-122.266056,15557321,12998.0,2550.0,2250000.0,2015-04-03,1947.0,"Spectacular Tree Lined Setting Located Just A Few Short Blocks Away From Laurel Street Shopping And Dining! Walk To The Concerts In Burton Park!! Features Include: 5 Bedrooms, 3 Bath Rooms, Spacious Den Area Perfect For Home Office, Huge Separate Dining Room, Extra Large Eat In Kitchen, 3 Fireplaces, Huge Living Room With High Ceilings, Formal Entry Way, 2 Patio Areas, Attached 2 Car Garage Plus RV Parking And Circular Driveway, Huge Lot 13000 Sq Ft. Rare Knoll Drive Property!! A Must See!!",2015,4,822,0.196184028312,"[u'spectacular', u'tree', u'line', u'set', u'locate', u'short', u'block', u'away', u'laurel', u'street', u'shopping', u'dining', u'walk', u'concert', u'burton', u'feature', u'include', u'bedroom', u'bathroom', u'room', u'spacious', u'den', u'area', u'perfect', u'office', u'huge', u'separate', u'dining', u'room', u'extra', u'large', u'eat', u'kitchen', u'fireplace', u'huge', u'living', u'room', u'high', u'ceiling', u'formal', u'entry', u'way', u'patio', u'area', u'attach', u'car', u'garage', u'plus', u'rv', u'parking', u'circular', u'driveway', u'huge', u'lot', u'square', u'foot', u'rare', u'knoll', u'drive', u'property']",0.0,0.531436467058,0.0,0.0312373942856,0.42596371108
Single Family Residential,1527 Magnolia Ave,San Carlos,94070.0,4.0,2.5,37.504995,-122.26595,15557133,5702.0,1670.0,1745000.0,2015-05-27,1946.0,"WOW!You'll love this gorgeous,newly renovated,2-story home,steps away from downtown San Carlos.This beautiful,top-to-bottom renovated home shines.Fabulous layout:Entertain beneath the vaulted-ceiling living room.Enjoy short walk to downtown with a myriad of restaurants&boutiques.Ideally situated on the mid-Peninsula,SC benefitting from its ideal location,community,and top-rated school system.This home is everything you expect and deserve in ""The City of Good Living"". You must see this home to believe it!",2015,5,876,0.292879691336,"[u'wow', u'll', u'love', u'gorgeous', u'newly', u'renovate', u'story', u'step', u'away', u'downtown', u'beautiful', u'renovate', u'shine', u'fabulous', u'layout', u'entertain', u'beneath', u'vault', u'ceiling', u'live', u'room', u'enjoy', u'short', u'walk', u'downtown', u'myriad', u'restaurant', u'boutique', u'ideally', u'situate', u'mid', u'peninsula', u'sc', u'benefit', u'ideal', u'location', u'community', u'rat', u'school', u'expect', u'deserve', u'good', u'live', u'believe']",0.0,0.154971790944,0.0,0.484977171949,0.348132966451
Single Family Residential,868 Hemlock St,San Carlos,94070.0,4.0,3.5,37.498004,-122.263273,15557233,16700.0,2385.0,2525000.0,2015-08-05,1953.0,"4 Bedroom, 3 1/2 bath home on 16,700 sq.ft. lot close to Downtown San Carlos.  Custom styling, high quality finishes, carefully crafted floor and breathtaking vistas all add to the appeal of this fabulous San Carlos property.  Hardwood floors throughout, Custom kitchen with high end appliances, separate pantry with wine fridge, separate laundry area with lots of storage.  10 ft. ceilings.  Private master retreat with Carrera Marble bathroom and large walk-in closet.",2015,8,946,0.142814371257,"[u'bedroom', u'bathroom', u'square', u'foot', u'lot', u'close', u'downtown', u'custom', u'styling', u'high', u'quality', u'finish', u'carefully', u'craft', u'floor', u'breathtaking', u'vista', u'add', u'appeal', u'fabulous', u'property', u'hardwood', u'floor', u'custom', u'kitchen', u'high', u'end', u'appliance', u'separate', u'pantry', u'wine', u'fridge', u'separate', u'laundry', u'area', u'lot', u'storage', u'ft', u'ceiling', u'private', u'master', u'retreat', u'carrera', u'marble', u'bathroom', u'large', u'walk', u'closet']",0.787280552458,0.194206308236,0.0,0.0,0.0
Single Family Residential,144 Edgehill Dr,San Carlos,94070.0,4.0,3.0,37.491559,-122.260325,15560368,6269.0,2570.0,1615000.0,2015-05-13,1942.0,"A  unique opportunity for buyers to finish a home (currently under construction) and complete their dream home adding their own special touches! Plans have been approved by the city of San Carlos for a 4 bedroom/3 bath home with a family room that leads to the backyard, approx. 2570 square feet, plus a 2 car garage. 1 bedroom and bath on the 1st floor, 3 bedrooms and 2 baths, plus a laundry room on the 2nd floor. Open floor plan. Lot is approx. 6270 sq ft. (Price does not include completed construction.)",2015,5,862,0.409953740628,"[u'unique', u'opportunity', u'buyer', u'finish', u'currently', u'construction', u'complete', u'dream', u'add', u'special', u'touch', u'plan', u'approve', u'bedroom', u'bathroom', u'family', u'room', u'lead', u'backyard', u'approx', u'square', u'foot', u'plus', u'car', u'garage', u'bedroom', u'bathroom', u'st', u'floor', u'bedroom', u'bathroom', u'plus', u'laundry', u'room', u'floor', u'open', u'floor', u'plan', u'lot', u'approx', u'square', u'foot', u'price', u'include', u'complete', u'construction']",0.0,0.969707453094,0.0,0.0,0.0
Single Family Residential,37 Maple Way,San Carlos,94070.0,3.0,2.0,37.484975,-122.262781,15559506,5450.0,1720.0,1350000.0,2015-02-05,1953.0,"Fabulous Ranch Style home on cul-de-sac type horse shoe street. Three bedrooms, two remodeled baths, Chefs kitchen in the center of the home provides perfect conversation area. New furnace and air conditioning, new roof, new windows along with many upgrades. Located 2.3 miles to Hwy 280, any commute is ideal. Come visit and view everything this home has to offer.",2015,2,765,0.315596330275,"[u'fabulous', u'ranch', u'style', u'cul', u'sac', u'type', u'horse', u'shoe', u'street', u'bedroom', u'remodel', u'bathroom', u'chef', u'kitchen', u'center', u'provide', u'perfect', u'conversation', u'area', u'new', u'furnace', u'air', u'conditioning', u'new', u'roof', u'new', u'window', u'upgrade', u'locate', u'mile', u'hwy', u'commute', u'ideal', u'come', u'visit', u'view', u'offer']",0.0,0.0,0.244123238698,0.0803088966627,0.658250015716
Single Family Residential,7 Krista Ln,San Carlos,94070.0,3.0,2.5,37.4828339,-122.25942,15560112,9350.0,2210.0,1655000.0,2015-03-12,1972.0,"Wonderful light filled 2 story traditional home on private cul de sac. Forl liv rm, din rm, newer kitchen w/granite counters, wolf range, bosch dishwasher. breakfast area. sep laundry room, 1/5 bath. family room opens to decking, yard, pool. 3 bedrm, 2 ba upstairs which includes nice master w/bath. Great neighborhood. Great location, Great opportunity.",2015,3,800,0.118181818182,"[u'wonderful', u'light', u'fill', u'story', u'traditional', u'private', u'cul', u'sac', u'forl', u'liv', u'room', u'din', u'room', u'new', u'kitchen', u'granite', u'counter', u'wolf', u'range', u'bosch', u'dishwasher', u'breakfast', u'area', u'laundry', u'room', u'bathroom', u'family', u'room', u'open', u'deck', u'yard', u'pool', u'bedrm', u'bathroom', u'upstairs', u'include', u'nice', u'master', u'bathroom', u'great', u'neighborhood', u'great', u'location', u'great', u'opportunity']",0.724877255229,0.0,0.0,0.0,0.247086010157
